#primaryIdentifier	secondaryIdentifier	type	chromosome	start	end
BARCSOYSSR_04_1078		potential_SSR	Gm04	44468755	44468804
BARCSOYSSR_04_1079		potential_SSR	Gm04	44475423	44475458
BARCSOYSSR_04_1080		potential_SSR	Gm04	44482180	44482247
BARCSOYSSR_04_1081		potential_SSR	Gm04	44486198	44486217
BARCSOYSSR_04_1082		potential_SSR	Gm04	44502040	44502079
BARCSOYSSR_04_1083		potential_SSR	Gm04	44508285	44508346
BARCSOYSSR_04_1084		potential_SSR	Gm04	44519463	44519486
BARCSOYSSR_04_1085		potential_SSR	Gm04	44524530	44524571
BARCSOYSSR_04_1086		potential_SSR	Gm04	44524930	44524981
BARCSOYSSR_04_1087		potential_SSR	Gm04	44602139	44602164
BARCSOYSSR_04_1088		potential_SSR	Gm04	44633789	44633808
BARCSOYSSR_04_1089		potential_SSR	Gm04	44653548	44653573
BARCSOYSSR_04_1090		potential_SSR	Gm04	44653956	44654003
BARCSOYSSR_04_1091		potential_SSR	Gm04	44672055	44672078
BARCSOYSSR_04_1092		potential_SSR	Gm04	44690296	44690335
BARCSOYSSR_04_1093		potential_SSR	Gm04	44715883	44715906
BARCSOYSSR_04_1094		potential_SSR	Gm04	44716521	44716542
BARCSOYSSR_04_1095		potential_SSR	Gm04	44728815	44728836
BARCSOYSSR_04_1096		potential_SSR	Gm04	44748462	44748515
BARCSOYSSR_04_1097		potential_SSR	Gm04	44749069	44749132
BARCSOYSSR_04_1098		potential_SSR	Gm04	44763477	44763526
BARCSOYSSR_04_1099		potential_SSR	Gm04	44812937	44812958
BARCSOYSSR_04_1100		potential_SSR	Gm04	44820677	44820728
BARCSOYSSR_04_1101		potential_SSR	Gm04	44840542	44840567
BARCSOYSSR_04_1102		potential_SSR	Gm04	44876606	44876631
BARCSOYSSR_04_1103		potential_SSR	Gm04	44927457	44927486
BARCSOYSSR_04_1104		potential_SSR	Gm04	44939157	44939178
BARCSOYSSR_04_1105		potential_SSR	Gm04	44940624	44940659
BARCSOYSSR_04_1106		potential_SSR	Gm04	44989329	44989350
BARCSOYSSR_04_1107		potential_SSR	Gm04	44995531	44995582
BARCSOYSSR_04_1108		potential_SSR	Gm04	45067596	45067627
BARCSOYSSR_04_1109		potential_SSR	Gm04	45093783	45093804
BARCSOYSSR_04_1110		potential_SSR	Gm04	45095621	45095674
BARCSOYSSR_04_1111		potential_SSR	Gm04	45159370	45159429
BARCSOYSSR_04_1112		potential_SSR	Gm04	45164364	45164399
BARCSOYSSR_04_1113		potential_SSR	Gm04	45217785	45217838
BARCSOYSSR_04_1114		potential_SSR	Gm04	45234945	45234994
BARCSOYSSR_04_1115		potential_SSR	Gm04	45253577	45253600
BARCSOYSSR_04_1116		potential_SSR	Gm04	45257104	45257145
BARCSOYSSR_04_1117		potential_SSR	Gm04	45266337	45266388
BARCSOYSSR_04_1118		potential_SSR	Gm04	45266751	45266812
BARCSOYSSR_04_1119		potential_SSR	Gm04	45289876	45289895
BARCSOYSSR_04_1120		potential_SSR	Gm04	45332641	45332664
BARCSOYSSR_04_1121		potential_SSR	Gm04	45336097	45336118
BARCSOYSSR_04_1122		potential_SSR	Gm04	45366008	45366067
BARCSOYSSR_04_1123		potential_SSR	Gm04	45459056	45459079
BARCSOYSSR_04_1124		potential_SSR	Gm04	45463297	45463318
BARCSOYSSR_04_1125		potential_SSR	Gm04	45480630	45480651
BARCSOYSSR_04_1126		potential_SSR	Gm04	45483691	45483730
BARCSOYSSR_04_1127		potential_SSR	Gm04	45487539	45487558
BARCSOYSSR_04_1128		potential_SSR	Gm04	45528516	45528585
BARCSOYSSR_04_1129		potential_SSR	Gm04	45550243	45550272
BARCSOYSSR_04_1130		potential_SSR	Gm04	45569894	45569919
BARCSOYSSR_04_1131		potential_SSR	Gm04	45580144	45580170
BARCSOYSSR_04_1132		potential_SSR	Gm04	45583702	45583723
BARCSOYSSR_04_1133		potential_SSR	Gm04	45586144	45586163
BARCSOYSSR_04_1134		potential_SSR	Gm04	45597250	45597293
BARCSOYSSR_04_1135		potential_SSR	Gm04	45614740	45614805
BARCSOYSSR_04_1136		potential_SSR	Gm04	45663748	45663789
BARCSOYSSR_04_1137		potential_SSR	Gm04	45678434	45678453
BARCSOYSSR_04_1138		potential_SSR	Gm04	45692185	45692214
BARCSOYSSR_04_1139		potential_SSR	Gm04	45710901	45710924
BARCSOYSSR_04_1140		SSR	Gm04	45716485	45716538
BARCSOYSSR_04_1141		potential_SSR	Gm04	45722706	45722753
BARCSOYSSR_04_1142		potential_SSR	Gm04	45723104	45723125
BARCSOYSSR_04_1143		potential_SSR	Gm04	45782934	45782983
BARCSOYSSR_04_1144		potential_SSR	Gm04	45784355	45784414
BARCSOYSSR_04_1145		potential_SSR	Gm04	45784541	45784588
BARCSOYSSR_04_1146		potential_SSR	Gm04	45792569	45792590
BARCSOYSSR_04_1147		potential_SSR	Gm04	45795731	45795788
BARCSOYSSR_04_1148		potential_SSR	Gm04	45800193	45800212
BARCSOYSSR_04_1149		potential_SSR	Gm04	45857560	45857625
BARCSOYSSR_04_1150		potential_SSR	Gm04	45858642	45858683
BARCSOYSSR_04_1151		potential_SSR	Gm04	45890957	45890976
BARCSOYSSR_04_1152		SSR	Gm04	45918885	45918910
BARCSOYSSR_04_1153		potential_SSR	Gm04	45956814	45956845
BARCSOYSSR_04_1154		potential_SSR	Gm04	45960096	45960153
BARCSOYSSR_04_1155		potential_SSR	Gm04	45962368	45962409
BARCSOYSSR_04_1156		potential_SSR	Gm04	45964177	45964216
BARCSOYSSR_04_1157		potential_SSR	Gm04	45969680	45969711
BARCSOYSSR_04_1158		potential_SSR	Gm04	46010245	46010296
BARCSOYSSR_04_1159		potential_SSR	Gm04	46017654	46017689
BARCSOYSSR_04_1160		potential_SSR	Gm04	46028130	46028173
BARCSOYSSR_04_1161		potential_SSR	Gm04	46082168	46082227
BARCSOYSSR_04_1162		potential_SSR	Gm04	46083942	46083963
BARCSOYSSR_04_1163		potential_SSR	Gm04	46097429	46097448
BARCSOYSSR_04_1164		potential_SSR	Gm04	46101484	46101505
BARCSOYSSR_04_1165		potential_SSR	Gm04	46117087	46117122
BARCSOYSSR_04_1166		potential_SSR	Gm04	46118815	46118852
BARCSOYSSR_04_1167		SSR	Gm04	46125606	46125621
BARCSOYSSR_04_1168		potential_SSR	Gm04	46131546	46131587
BARCSOYSSR_04_1169		potential_SSR	Gm04	46148615	46148640
BARCSOYSSR_04_1170		potential_SSR	Gm04	46155456	46155487
BARCSOYSSR_04_1171		potential_SSR	Gm04	46170717	46170740
BARCSOYSSR_04_1172		SSR	Gm04	46184585	46184626
BARCSOYSSR_04_1173		potential_SSR	Gm04	46238862	46238885
BARCSOYSSR_04_1174		potential_SSR	Gm04	46243360	46243381
BARCSOYSSR_04_1175		potential_SSR	Gm04	46264814	46264839
BARCSOYSSR_04_1176		potential_SSR	Gm04	46348479	46348518
BARCSOYSSR_04_1177		potential_SSR	Gm04	46360998	46361021
BARCSOYSSR_04_1178		potential_SSR	Gm04	46385932	46385971
BARCSOYSSR_04_1179		potential_SSR	Gm04	46493344	46493393
BARCSOYSSR_04_1180		potential_SSR	Gm04	46520484	46520509
BARCSOYSSR_04_1181		potential_SSR	Gm04	46529427	46529452
BARCSOYSSR_04_1182		potential_SSR	Gm04	46549853	46549900
BARCSOYSSR_04_1183		potential_SSR	Gm04	46550325	46550344
BARCSOYSSR_04_1184		potential_SSR	Gm04	46557325	46557348
BARCSOYSSR_04_1185		potential_SSR	Gm04	46561907	46561930
BARCSOYSSR_04_1186		potential_SSR	Gm04	46562536	46562568
BARCSOYSSR_04_1187		potential_SSR	Gm04	46564403	46564468
BARCSOYSSR_04_1188		potential_SSR	Gm04	46569940	46569999
BARCSOYSSR_04_1189		potential_SSR	Gm04	46595326	46595347
BARCSOYSSR_04_1190		potential_SSR	Gm04	46595727	46595766
BARCSOYSSR_04_1191		potential_SSR	Gm04	46612864	46612929
BARCSOYSSR_04_1192		potential_SSR	Gm04	46627804	46627845
BARCSOYSSR_04_1193		potential_SSR	Gm04	46632118	46632177
BARCSOYSSR_04_1194		potential_SSR	Gm04	46689322	46689357
BARCSOYSSR_04_1195		potential_SSR	Gm04	46690825	46690846
BARCSOYSSR_04_1196		potential_SSR	Gm04	46692092	46692175
BARCSOYSSR_04_1197		potential_SSR	Gm04	46729448	46729491
BARCSOYSSR_04_1198		potential_SSR	Gm04	46743870	46743895
BARCSOYSSR_04_1199		potential_SSR	Gm04	46744569	46744588
BARCSOYSSR_04_1200		potential_SSR	Gm04	46773303	46773358
BARCSOYSSR_04_1201		potential_SSR	Gm04	46784960	46784979
BARCSOYSSR_04_1202		potential_SSR	Gm04	46796859	46796892
BARCSOYSSR_04_1203		potential_SSR	Gm04	46811908	46811927
BARCSOYSSR_04_1204		potential_SSR	Gm04	46822948	46822971
BARCSOYSSR_04_1205		potential_SSR	Gm04	46864777	46864800
BARCSOYSSR_04_1206		potential_SSR	Gm04	46865918	46865967
BARCSOYSSR_04_1207		potential_SSR	Gm04	46882093	46882112
BARCSOYSSR_04_1208		potential_SSR	Gm04	46882391	46882420
BARCSOYSSR_04_1209		potential_SSR	Gm04	46899065	46899118
BARCSOYSSR_04_1210		potential_SSR	Gm04	46915396	46915438
BARCSOYSSR_04_1211		potential_SSR	Gm04	46929925	46929946
BARCSOYSSR_04_1212		potential_SSR	Gm04	46932300	46932365
BARCSOYSSR_04_1213		potential_SSR	Gm04	46946363	46946430
BARCSOYSSR_04_1214		potential_SSR	Gm04	46960707	46960730
BARCSOYSSR_04_1215		potential_SSR	Gm04	46971216	46971273
BARCSOYSSR_04_1216		potential_SSR	Gm04	46977646	46977693
BARCSOYSSR_04_1217		potential_SSR	Gm04	46981693	46981714
BARCSOYSSR_04_1218		potential_SSR	Gm04	47007486	47007507
BARCSOYSSR_04_1219		potential_SSR	Gm04	47013216	47013255
BARCSOYSSR_04_1220		potential_SSR	Gm04	47014931	47014950
BARCSOYSSR_04_1221		potential_SSR	Gm04	47017286	47017385
BARCSOYSSR_04_1222		potential_SSR	Gm04	47019882	47019901
BARCSOYSSR_04_1223		potential_SSR	Gm04	47053235	47053282
BARCSOYSSR_04_1224		potential_SSR	Gm04	47070706	47070757
BARCSOYSSR_04_1225		potential_SSR	Gm04	47088141	47088166
BARCSOYSSR_04_1226		potential_SSR	Gm04	47112203	47112224
BARCSOYSSR_04_1227		potential_SSR	Gm04	47120880	47120937
BARCSOYSSR_04_1228		potential_SSR	Gm04	47122217	47122244
BARCSOYSSR_04_1229		potential_SSR	Gm04	47122875	47122938
BARCSOYSSR_04_1230		potential_SSR	Gm04	47127382	47127463
BARCSOYSSR_04_1231		potential_SSR	Gm04	47137621	47137647
BARCSOYSSR_04_1232		potential_SSR	Gm04	47190173	47190196
BARCSOYSSR_04_1233		potential_SSR	Gm04	47205094	47205117
BARCSOYSSR_04_1234		potential_SSR	Gm04	47209495	47209514
BARCSOYSSR_04_1235		potential_SSR	Gm04	47222800	47222837
BARCSOYSSR_04_1236		potential_SSR	Gm04	47232208	47232255
BARCSOYSSR_04_1237		potential_SSR	Gm04	47280349	47280386
BARCSOYSSR_04_1238		potential_SSR	Gm04	47308491	47308520
BARCSOYSSR_04_1239		potential_SSR	Gm04	47331188	47331231
BARCSOYSSR_04_1241		potential_SSR	Gm04	47344355	47344396
BARCSOYSSR_04_1242		potential_SSR	Gm04	47373039	47373064
BARCSOYSSR_04_1243		potential_SSR	Gm04	47378221	47378242
BARCSOYSSR_04_1244		potential_SSR	Gm04	47394175	47394254
BARCSOYSSR_04_1245		potential_SSR	Gm04	47396837	47396856
BARCSOYSSR_04_1246		potential_SSR	Gm04	47400753	47400784
BARCSOYSSR_04_1247		potential_SSR	Gm04	47401016	47401059
BARCSOYSSR_04_1248		potential_SSR	Gm04	47429459	47429478
BARCSOYSSR_04_1249		potential_SSR	Gm04	47452498	47452533
BARCSOYSSR_04_1250		potential_SSR	Gm04	47455442	47455495
BARCSOYSSR_04_1251		potential_SSR	Gm04	47499487	47499516
BARCSOYSSR_04_1252		potential_SSR	Gm04	47544461	47544528
BARCSOYSSR_04_1253		potential_SSR	Gm04	47546913	47546969
BARCSOYSSR_04_1254		potential_SSR	Gm04	47622076	47622121
BARCSOYSSR_04_1255		potential_SSR	Gm04	47674633	47674662
BARCSOYSSR_04_1256		potential_SSR	Gm04	47712709	47712732
BARCSOYSSR_04_1257		potential_SSR	Gm04	47783315	47783352
BARCSOYSSR_04_1258		potential_SSR	Gm04	47790836	47790889
BARCSOYSSR_04_1259		potential_SSR	Gm04	47807539	47807570
BARCSOYSSR_04_1260		potential_SSR	Gm04	47853744	47853767
BARCSOYSSR_04_1261		potential_SSR	Gm04	47856128	47856153
BARCSOYSSR_04_1262		potential_SSR	Gm04	47865607	47865628
BARCSOYSSR_04_1263		potential_SSR	Gm04	47882755	47882778
BARCSOYSSR_04_1264		potential_SSR	Gm04	47904859	47904878
BARCSOYSSR_04_1265		potential_SSR	Gm04	47910490	47910535
BARCSOYSSR_04_1266		potential_SSR	Gm04	47934532	47934573
BARCSOYSSR_04_1267		potential_SSR	Gm04	47947026	47947075
BARCSOYSSR_04_1268		potential_SSR	Gm04	47971845	47971868
BARCSOYSSR_04_1269		potential_SSR	Gm04	47978790	47978831
BARCSOYSSR_04_1270		potential_SSR	Gm04	47997847	47997870
BARCSOYSSR_04_1271		potential_SSR	Gm04	48009794	48009825
BARCSOYSSR_04_1272		potential_SSR	Gm04	48028931	48028950
BARCSOYSSR_04_1273		potential_SSR	Gm04	48034791	48034810
BARCSOYSSR_04_1274		potential_SSR	Gm04	48072785	48072808
BARCSOYSSR_04_1275		potential_SSR	Gm04	48092174	48092197
BARCSOYSSR_04_1276		potential_SSR	Gm04	48096565	48096588
BARCSOYSSR_04_1277		potential_SSR	Gm04	48106073	48106092
BARCSOYSSR_04_1278		potential_SSR	Gm04	48107090	48107125
BARCSOYSSR_04_1279		potential_SSR	Gm04	48118392	48118435
BARCSOYSSR_04_1280		potential_SSR	Gm04	48140322	48140343
BARCSOYSSR_04_1281		potential_SSR	Gm04	48170113	48170138
BARCSOYSSR_04_1282		potential_SSR	Gm04	48176551	48176608
BARCSOYSSR_04_1283		potential_SSR	Gm04	48208734	48208760
BARCSOYSSR_04_1284		potential_SSR	Gm04	48249823	48249860
BARCSOYSSR_04_1285		potential_SSR	Gm04	48286723	48286752
BARCSOYSSR_04_1286		potential_SSR	Gm04	48294218	48294265
BARCSOYSSR_04_1287		potential_SSR	Gm04	48387006	48387037
BARCSOYSSR_04_1288		potential_SSR	Gm04	48387786	48387815
BARCSOYSSR_04_1289		potential_SSR	Gm04	48466303	48466350
BARCSOYSSR_04_1290		potential_SSR	Gm04	48466545	48466576
BARCSOYSSR_04_1291		potential_SSR	Gm04	48515947	48515966
BARCSOYSSR_04_1292		potential_SSR	Gm04	48569829	48569848
BARCSOYSSR_04_1293		potential_SSR	Gm04	48576507	48576534
BARCSOYSSR_04_1294		potential_SSR	Gm04	48578864	48578883
BARCSOYSSR_04_1295		potential_SSR	Gm04	48582085	48582108
BARCSOYSSR_04_1296		potential_SSR	Gm04	48617306	48617333
BARCSOYSSR_04_1297		potential_SSR	Gm04	48678258	48678291
BARCSOYSSR_04_1298		potential_SSR	Gm04	48708514	48708537
BARCSOYSSR_04_1299		potential_SSR	Gm04	48712692	48712735
BARCSOYSSR_04_1300		potential_SSR	Gm04	48762725	48762744
BARCSOYSSR_04_1301		potential_SSR	Gm04	48782669	48782698
BARCSOYSSR_04_1302		potential_SSR	Gm04	48815264	48815283
BARCSOYSSR_04_1303		potential_SSR	Gm04	48815579	48815598
BARCSOYSSR_04_1304		potential_SSR	Gm04	48851177	48851236
BARCSOYSSR_04_1305		potential_SSR	Gm04	48925569	48925588
BARCSOYSSR_04_1306		potential_SSR	Gm04	48936905	48936938
BARCSOYSSR_04_1307		potential_SSR	Gm04	48965612	48965669
BARCSOYSSR_04_1308		potential_SSR	Gm04	48974311	48974386
BARCSOYSSR_04_1309		potential_SSR	Gm04	48978618	48978671
BARCSOYSSR_04_1310		potential_SSR	Gm04	48999224	48999245
BARCSOYSSR_04_1311		potential_SSR	Gm04	48999859	48999888
BARCSOYSSR_04_1312		potential_SSR	Gm04	49063418	49063487
BARCSOYSSR_04_1313		potential_SSR	Gm04	49102691	49102720
BARCSOYSSR_04_1314		potential_SSR	Gm04	49131882	49131937
BARCSOYSSR_04_1315		potential_SSR	Gm04	49136382	49136419
BARCSOYSSR_04_1316		potential_SSR	Gm04	49140977	49141029
BARCSOYSSR_04_1317		potential_SSR	Gm04	49158353	49158386
BARCSOYSSR_04_1318		potential_SSR	Gm04	49165536	49165605
BARCSOYSSR_04_1319		potential_SSR	Gm04	49167984	49168041
BARCSOYSSR_04_1320		potential_SSR	Gm04	49177458	49177479
BARCSOYSSR_04_1321		potential_SSR	Gm04	49186060	49186101
BARCSOYSSR_04_1322		potential_SSR	Gm04	49199191	49199214
BARCSOYSSR_04_1323		potential_SSR	Gm04	49230981	49231048
BARCSOYSSR_04_1324		potential_SSR	Gm04	49292276	49292299
BARCSOYSSR_04_1325		potential_SSR	Gm04	49319724	49319751
BARCSOYSSR_04_1326		potential_SSR	Gm04	49361124	49361147
BARCSOYSSR_04_1327		potential_SSR	Gm04	49411217	49411258
BARCSOYSSR_04_1328		potential_SSR	Gm04	49444427	49444496
BARCSOYSSR_04_1329		potential_SSR	Gm04	49461266	49461293
BARCSOYSSR_04_1330		potential_SSR	Gm04	49462761	49462793
BARCSOYSSR_04_1331		potential_SSR	Gm04	49472769	49472790
BARCSOYSSR_04_1333		potential_SSR	Gm04	49548960	49549001
BARCSOYSSR_04_1334		potential_SSR	Gm04	49648073	49648132
BARCSOYSSR_04_1335		potential_SSR	Gm04	49656337	49656360
BARCSOYSSR_04_1336		potential_SSR	Gm04	49674947	49674968
BARCSOYSSR_04_1337		potential_SSR	Gm04	49725011	49725064
BARCSOYSSR_04_1338		potential_SSR	Gm04	49780613	49780662
BARCSOYSSR_04_1339		potential_SSR	Gm04	49787259	49787315
BARCSOYSSR_04_1340		potential_SSR	Gm04	49827812	49827837
BARCSOYSSR_04_1341		potential_SSR	Gm04	49830432	49830459
BARCSOYSSR_04_1342		potential_SSR	Gm04	49866417	49866462
BARCSOYSSR_04_1343		potential_SSR	Gm04	49884089	49884158
BARCSOYSSR_04_1344		potential_SSR	Gm04	49890852	49890881
BARCSOYSSR_04_1345		potential_SSR	Gm04	49893050	49893079
BARCSOYSSR_04_1346		potential_SSR	Gm04	49895455	49895480
BARCSOYSSR_04_1347		potential_SSR	Gm04	49914495	49914518
BARCSOYSSR_04_1348		potential_SSR	Gm04	49931890	49931957
BARCSOYSSR_04_1349		potential_SSR	Gm04	49951092	49951121
BARCSOYSSR_04_1350		potential_SSR	Gm04	49956869	49956902
BARCSOYSSR_04_1351		potential_SSR	Gm04	49978253	49978272
BARCSOYSSR_04_1352		potential_SSR	Gm04	49978633	49978672
BARCSOYSSR_04_1353		potential_SSR	Gm04	49979876	49979903
BARCSOYSSR_04_1355		potential_SSR	Gm04	49986624	49986645
BARCSOYSSR_04_1356		potential_SSR	Gm04	49993692	49993711
BARCSOYSSR_04_1357		potential_SSR	Gm04	50046548	50046571
BARCSOYSSR_04_1358		potential_SSR	Gm04	50048253	50048300
BARCSOYSSR_04_1359		potential_SSR	Gm04	50078232	50078273
BARCSOYSSR_04_1360		potential_SSR	Gm04	50085514	50085535
BARCSOYSSR_04_1361		potential_SSR	Gm04	50091130	50091153
BARCSOYSSR_04_1362		SSR	Gm04	50092445	50092495
BARCSOYSSR_04_1363		potential_SSR	Gm04	50111495	50111516
BARCSOYSSR_04_1364		potential_SSR	Gm04	50159071	50159094
BARCSOYSSR_04_1365		potential_SSR	Gm04	50176508	50176561
BARCSOYSSR_04_1366		potential_SSR	Gm04	50185215	50185266
BARCSOYSSR_04_1367		potential_SSR	Gm04	50210123	50210162
BARCSOYSSR_04_1368		potential_SSR	Gm04	50210986	50211015
BARCSOYSSR_04_1369		SSR	Gm04	50221315	50221356
BARCSOYSSR_04_1370		potential_SSR	Gm04	50232335	50232358
BARCSOYSSR_04_1371		potential_SSR	Gm04	50250081	50250134
BARCSOYSSR_04_1372		potential_SSR	Gm04	50311312	50311403
BARCSOYSSR_04_1373		potential_SSR	Gm04	50323676	50323699
BARCSOYSSR_04_1374		potential_SSR	Gm04	50334061	50334098
BARCSOYSSR_04_1375		potential_SSR	Gm04	50350590	50350621
BARCSOYSSR_04_1376		potential_SSR	Gm04	50359598	50359617
BARCSOYSSR_04_1377		potential_SSR	Gm04	50387383	50387410
BARCSOYSSR_04_1378		potential_SSR	Gm04	50410195	50410224
BARCSOYSSR_04_1380		potential_SSR	Gm04	50450529	50450560
BARCSOYSSR_04_1381		potential_SSR	Gm04	50465248	50465275
BARCSOYSSR_04_1382		SSR	Gm04	50466930	50467019
BARCSOYSSR_04_1383		potential_SSR	Gm04	50486222	50486261
BARCSOYSSR_04_1384		potential_SSR	Gm04	50492885	50492904
BARCSOYSSR_04_1385		potential_SSR	Gm04	50493482	50493501
BARCSOYSSR_04_1386		potential_SSR	Gm04	50495474	50495497
BARCSOYSSR_04_1387		potential_SSR	Gm04	50533221	50533240
BARCSOYSSR_04_1388		potential_SSR	Gm04	50535781	50535812
BARCSOYSSR_04_1389		potential_SSR	Gm04	50546379	50546414
BARCSOYSSR_04_1390		potential_SSR	Gm04	50549816	50549837
BARCSOYSSR_04_1391		potential_SSR	Gm04	50588635	50588670
BARCSOYSSR_04_1392		potential_SSR	Gm04	50589638	50589659
BARCSOYSSR_04_1393		potential_SSR	Gm04	50627430	50627461
BARCSOYSSR_04_1394		potential_SSR	Gm04	50628199	50628222
BARCSOYSSR_04_1395		potential_SSR	Gm04	50631203	50631224
BARCSOYSSR_04_1396		potential_SSR	Gm04	50675021	50675082
BARCSOYSSR_04_1397		potential_SSR	Gm04	50682938	50682969
BARCSOYSSR_04_1398		potential_SSR	Gm04	50698535	50698556
BARCSOYSSR_04_1399		potential_SSR	Gm04	50706285	50706308
BARCSOYSSR_04_1400		SSR	Gm04	50708088	50708145
BARCSOYSSR_04_1401		potential_SSR	Gm04	50710122	50710143
BARCSOYSSR_04_1402		potential_SSR	Gm04	50725806	50725831
BARCSOYSSR_04_1403		potential_SSR	Gm04	50775661	50775684
BARCSOYSSR_04_1404		potential_SSR	Gm04	50785805	50785864
BARCSOYSSR_04_1405		potential_SSR	Gm04	50803527	50803574
BARCSOYSSR_04_1407		potential_SSR	Gm04	50811507	50811546
BARCSOYSSR_04_1408		potential_SSR	Gm04	50811896	50811961
BARCSOYSSR_04_1409		potential_SSR	Gm04	50839256	50839275
BARCSOYSSR_04_1410		potential_SSR	Gm04	50843787	50843814
BARCSOYSSR_04_1411		potential_SSR	Gm04	50859714	50859737
BARCSOYSSR_04_1412		potential_SSR	Gm04	50867812	50867843
BARCSOYSSR_04_1413		potential_SSR	Gm04	50894484	50894547
BARCSOYSSR_04_1414		potential_SSR	Gm04	50894810	50894877
BARCSOYSSR_04_1415		potential_SSR	Gm04	50906013	50906036
BARCSOYSSR_04_1416		potential_SSR	Gm04	50907973	50908008
BARCSOYSSR_04_1417		potential_SSR	Gm04	50924806	50924861
BARCSOYSSR_04_1418		potential_SSR	Gm04	50942090	50942116
BARCSOYSSR_04_1419		potential_SSR	Gm04	50942853	50942872
BARCSOYSSR_04_1420		potential_SSR	Gm04	50953219	50953254
BARCSOYSSR_04_1421		potential_SSR	Gm04	50980287	50980342
BARCSOYSSR_04_1422		potential_SSR	Gm04	50986082	50986105
BARCSOYSSR_04_1423		potential_SSR	Gm04	50991573	50991594
BARCSOYSSR_04_1424		potential_SSR	Gm04	50993854	50993881
BARCSOYSSR_04_1425		potential_SSR	Gm04	51009755	51009774
BARCSOYSSR_04_1426		potential_SSR	Gm04	51011191	51011238
BARCSOYSSR_04_1427		potential_SSR	Gm04	51027944	51027967
BARCSOYSSR_04_1428		potential_SSR	Gm04	51034131	51034194
BARCSOYSSR_04_1429		potential_SSR	Gm04	51035668	51035705
BARCSOYSSR_04_1430		potential_SSR	Gm04	51044723	51044780
BARCSOYSSR_04_1431		potential_SSR	Gm04	51048742	51048767
BARCSOYSSR_04_1432		potential_SSR	Gm04	51070255	51070276
BARCSOYSSR_04_1433		potential_SSR	Gm04	51075180	51075223
BARCSOYSSR_04_1434		potential_SSR	Gm04	51098365	51098386
BARCSOYSSR_04_1435		potential_SSR	Gm04	51111838	51111882
BARCSOYSSR_04_1436		potential_SSR	Gm04	51122962	51123009
BARCSOYSSR_04_1437		potential_SSR	Gm04	51139256	51139287
BARCSOYSSR_04_1438		potential_SSR	Gm04	51149506	51149573
BARCSOYSSR_04_1439		potential_SSR	Gm04	51194782	51194805
BARCSOYSSR_04_1440		potential_SSR	Gm04	51230109	51230130
BARCSOYSSR_04_1441		potential_SSR	Gm04	51236148	51236185
BARCSOYSSR_04_1442		potential_SSR	Gm04	51243974	51244043
BARCSOYSSR_04_1443		potential_SSR	Gm04	51253194	51253221
BARCSOYSSR_04_1444		potential_SSR	Gm04	51265034	51265065
BARCSOYSSR_04_1445		potential_SSR	Gm04	51276343	51276364
BARCSOYSSR_04_1446		potential_SSR	Gm04	51281380	51281443
BARCSOYSSR_04_1447		potential_SSR	Gm04	51308811	51308846
BARCSOYSSR_04_1448		potential_SSR	Gm04	51311111	51311152
BARCSOYSSR_04_1449		potential_SSR	Gm04	51315470	51315533
BARCSOYSSR_04_1450		potential_SSR	Gm04	51320447	51320468
BARCSOYSSR_04_1451		potential_SSR	Gm04	51322542	51322583
BARCSOYSSR_04_1452		potential_SSR	Gm04	51340729	51340782
BARCSOYSSR_04_1453		potential_SSR	Gm04	51356294	51356349
BARCSOYSSR_04_1454		potential_SSR	Gm04	51361403	51361468
BARCSOYSSR_04_1455		potential_SSR	Gm04	51382509	51382566
BARCSOYSSR_04_1456		potential_SSR	Gm04	51384377	51384402
BARCSOYSSR_04_1457		potential_SSR	Gm04	51391776	51391811
BARCSOYSSR_04_1458		potential_SSR	Gm04	51443104	51443127
BARCSOYSSR_04_1459		potential_SSR	Gm04	51443935	51443962
BARCSOYSSR_04_1460		potential_SSR	Gm04	51452846	51452895
BARCSOYSSR_04_1461		potential_SSR	Gm04	51475922	51475957
BARCSOYSSR_04_1462		potential_SSR	Gm04	51505066	51505087
BARCSOYSSR_04_1463		potential_SSR	Gm04	51505413	51505472
BARCSOYSSR_04_1464		potential_SSR	Gm04	51531456	51531475
BARCSOYSSR_04_1465		potential_SSR	Gm04	51578860	51578911
BARCSOYSSR_04_1466		potential_SSR	Gm04	51615446	51615487
BARCSOYSSR_04_1467		potential_SSR	Gm04	51642561	51642594
BARCSOYSSR_04_1468		potential_SSR	Gm04	51645437	51645462
BARCSOYSSR_04_1469		potential_SSR	Gm04	51656108	51656183
BARCSOYSSR_04_1470		potential_SSR	Gm04	51669325	51669392
BARCSOYSSR_04_1471		potential_SSR	Gm04	51717957	51718016
BARCSOYSSR_04_1472		potential_SSR	Gm04	51718602	51718629
BARCSOYSSR_04_1473		potential_SSR	Gm04	51720721	51720784
BARCSOYSSR_04_1474		potential_SSR	Gm04	51733861	51733896
BARCSOYSSR_04_1475		potential_SSR	Gm04	51754782	51754829
BARCSOYSSR_04_1476		potential_SSR	Gm04	51757367	51757390
BARCSOYSSR_04_1477		potential_SSR	Gm04	51763238	51763259
BARCSOYSSR_04_1478		potential_SSR	Gm04	51788669	51788724
BARCSOYSSR_04_1479		potential_SSR	Gm04	51790590	51790611
BARCSOYSSR_04_1480		potential_SSR	Gm04	51792613	51792638
BARCSOYSSR_04_1481		potential_SSR	Gm04	51793880	51793941
